106,106,106,106,106,106,106,106,12,106
134,119,119,119,119,134,134,134,134,134
134,111,119,119,119,134,134,134,134,134
24,24,24,24,24,24,24,24,24,24
95,123,123,95,95,95,95,123,95,95
8,8,8,8,8,8,8,42,42,42
2,2,2,2,2,2,2,2,2,2
98,98,98,98,98,98,98,98,98,98
98,98,98,98,98,98,0,0,98,0
64,6,6,64,6,6,6,6,6,6
2,2,2,72,72,2,72,2,72,72
21,21,21,21,21,21,91,91,21,21
21,21,21,21,21,21,137,137,21,21
88,88,88,88,88,88,88,88,88,88
44,44,44,44,44,39,39,39,39,39
149,149,149,0,0,0,0,0,0,0
48,42,48,48,48,48,48,48,48,48
44,44,44,44,44,44,44,44,44,0
31,31,31,31,31,31,6,31,0,0
101,101,101,101,101,101,101,88,101,88
148,148,148,148,148,148,148,148,117,117
148,148,148,27,27,27,27,27,27,27
0,0,0,27,27,27,27,27,27,27
122,122,122,122,122,122,122,122,122,122
52,32,32,32,32,32,32,32,32,0
111,111,111,111,111,111,111,111,111,111
0,42,40,40,42,42,42,42,42,42
20,20,20,20,20,20,20,20,20,20
